Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2022-23,27,DEN,NBA,C,19,19,31.9,8.5,13.4,.631,0.8,2.3,.349,7.7,11.2,.689,.661,5.0,6.1,.826,1.8,7.9,9.8,8.9,1.3,0.6,3.2,2.9,22.7
