Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2022-23,24,BOS,NBA,PF,22,22,36.9,10.0,21.0,.479,3.4,9.5,.354,6.7,11.5,.583,.560,7.4,8.5,.866,1.0,7.0,8.0,4.4,0.9,1.1,2.4,2.2,30.8
