Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2022-23,28,MIL,NBA,PF,18,18,32.9,11.7,21.6,.542,0.7,3.3,.220,11.0,18.3,.600,.559,7.6,12.4,.614,2.1,9.1,11.2,5.5,0.8,1.0,3.7,3.4,31.8
