Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2022-23,23,DAL,NBA,PG,20,20,37.6,11.6,22.9,.505,2.7,8.0,.331,8.9,14.9,.599,.563,7.8,11.0,.712,0.9,7.8,8.7,8.7,1.9,0.5,3.6,3.0,33.6
