Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG_PCT,3P,3PA,FG3_PCT,2P,2PA,2P%,eFG%,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,Trp-Dbl,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2022-23,27,DEN,NBA,C,69,69,2323,646,1022,.632,57,149,.383,589,873,.675,.660,341,415,.822,167,650,817,678,87,47,247,174,1690,,29,31.5,.701,.146,.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,,11.2,3.8,14.9,.308,,8.5,4.5,13.0,8.8
