Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,PTS,,Trp-Dbl,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2022-23,23,DAL,NBA,PG,50,50,1826,562,1112,.505,137,392,.349,425,720,.590,.567,405,555,.730,45,396,441,407,76,24,183,134,1666,,10,30.2,.614,.353,.499,2.9,26.1,14.3,44.5,2.1,1.2,11.9,38.3,,6.3,2.4,8.6,.226,,8.2,1.9,10.1,5.5
